,time,user_followers,Polarity,Subjectivity,BERT_SCORE,Vader_Comp,Vader_Pos,Vader_Neg,Vader_Neu,W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,W_BERT_Label,high,low,open,volumefrom,volumeto,close,Change,Change_Pct,Change_Cat
209,2021-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50374.89,48632.7,48840.01,32516.15,1615790895,49280.77,738.74,1.499043136,1
210,2021-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51056.15,48362.56,49280.77,38496.86,1926045807,50019.51,-84.22,-0.1683743003,-1
211,2021-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50549.35,49501.12,50019.51,16795.12,839888927.5,49935.29,1848.87,3.702531817,1
212,2021-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51890.18,49499.28,49935.29,21382.07,1084416553,51784.16,909.16,1.755672005,1
213,2021-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52766.16,51035.68,51784.16,25623.3,1328373298,52693.32,-5837.01,-11.07732441,-1
214,2021-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52919.24,43904.42,52693.32,83874.09,4055873735,46856.31,-782.86,-1.670767502,-1
215,2021-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47362.35,44475.76,46856.31,45638.83,2105187289,46073.45,319.4,0.6932409012,1
216,2021-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47335.29,45572.3,46073.45,32273.7,1499767100,46392.85,-1539.75,-3.318938155,-1
217,2021-09-10,11360118,82.72511881,240.2085057,583.0003518,128.4998,65.82,24.783,591.398,903883.559,259289.029,10196762.78,2375122.461,9694982.333,641014.223,2952165.752,1899901,47026.67,44198.27,46392.85,35701.24,1631276775,44853.1,313.02,0.6978781846,1
218,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45987.63,44741.98,44853.1,14599.26,662298068.9,45166.12,883.6,1.956333641,1
219,2021-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46403.5,44765.82,45166.12,16366.41,747181260.1,46049.72,-1091.16,-2.369525808,-1
220,2021-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46821.84,43511.3,46049.72,42623.67,1909473370,44958.56,2170.45,4.827667968,1
221,2021-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47263.56,44776.37,44958.56,26751.25,1237183545,47129.01,1019.44,2.163083842,1
222,2021-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48457.3,46725.15,47129.01,26904.97,1282942629,48148.45,-383.98,-0.7974919234,-1
223,2021-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48498.51,47050.55,48148.45,25702.33,1229076141,47764.47,-466.49,-0.9766464487,-1
224,2021-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48172.36,46770.31,47764.47,18941.92,899242093.4,47297.98,1014.48,2.144869612,1
225,2021-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48808,47066.47,47297.98,15782.18,761079785.1,48312.46,-1060.7,-2.195499877,-1
226,2021-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48376.3,46864.5,48312.46,14044.93,668723282.4,47251.76,-4326.3,-9.155849433,-1
227,2021-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47340.49,42552.63,47251.76,64374.41,2849781015,42925.46,-2215.87,-5.162134547,-1
228,2021-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43625.93,39767.17,42925.46,70924.75,2972565920,40709.59,2866.56,7.041485802,1
229,2021-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44012.22,40589.07,40709.59,42391.1,1807576533,43576.15,1317.72,3.023947733,1
230,2021-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44994.17,43108.42,43576.15,34506.88,1522818256,44893.87,-2045.46,-4.55621224,-1
231,2021-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45143.18,40807.2,44893.87,60130.03,2565373998,42848.41,-126.5,-0.2952268241,-1
232,2021-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42992.94,41710.08,42848.41,18046.04,767641977,42721.91,479.88,1.123264386,1
233,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43928.49,40825.4,42721.91,27847.04,1187820024,43201.79,-1014.28,-2.34777309,-1
234,2021-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44360.41,42139.24,43201.79,26251.27,1140232492,42187.51,-1130.72,-2.68022455,-1
235,2021-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42781.24,40924.13,42187.51,31946.42,1335757059,41056.79,482.64,1.175542462,1
236,2021-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42603.18,40790.67,41056.79,26354.27,1100252802,41539.43,2289.91,5.512617771,1
237,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44106.6,41436.79,41539.43,33984.98,1469981945,43829.34,4335.01,9.890657719,1
238,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48470.13,43304.82,43829.34,53577.95,2498575570,48164.35,-495.33,-1.028416246,-1
239,2021-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48347.69,47468.49,48164.35,16062.18,769022184.4,47669.02,565.03,1.185319102,1
240,2021-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49185.34,47137.07,47669.02,18588.83,895606844.2,48234.05,1042.86,2.162082595,1
241,2021-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49501.21,46944.28,48234.05,34394,1664027525,49276.91,2227.36,4.520088618,1
242,2021-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51885.03,49087.72,49276.91,40687.89,2049372160,51504.27,3841.58,7.458760215,1
243,2021-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55656.67,50439.32,51504.27,64415.98,3444996110,55345.85,-1548.64,-2.798114041,-1
244,2021-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55359.77,53391.93,55343.24,33806.76,1836529822,53797.21,152.08,0.2826912399,1
245,2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56047.91,53666.09,53796.22,29127.91,1592265868,53949.29,1018.75,1.888347372,1
246,2021-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55485.2,53696.32,53949.29,14593.95,799607238.6,54968.04,-267.8,-0.4871921939,-1
247,2021-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56473.63,54131.52,54968.04,23094.98,1276001426,54700.24,2798.56,5.116174993,1
248,2021-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57825.98,54448.68,54700.24,31803.75,1805863527,57498.8,-1487.9,-2.587706178,-1
249,2021-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57646.93,54098.22,57498.8,33966.65,1913353762,56010.9,1358.1,2.42470662,1
250,2021-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57768.98,54279.61,56010.9,34054.43,1906230334,57369,-9.79,-0.0170649654,-1
251,2021-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58514.76,56854.38,57369,28061.61,1617497365,57359.21,4325.75,7.541509027,1
252,2021-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62889.98,56885.66,57359.21,62053.36,3737889744,61684.96,-807.19,-1.308568572,-1
253,2021-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62341.46,60153.79,61684.96,22943.96,1404879137,60877.77,642.77,1.055836966,1
254,2021-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61698.1,59050.3,60877.77,23336.32,1414498882,61520.54,517.62,0.8413775302,1
255,2021-10-18,8698439,75.51488529,197.4372759,546.6950271,144.0891,63.748,17.074,557.184,1081592.322,79723.94,7537194.932,3344039.61,7263607.068,1820305.09,3382936.7,-168554,62662.72,59925.93,61520.54,50489.09,3113486442,62038.16,2245.81,3.620046114,1
256,2021-10-19,27672477,200.5134724,568.4814182,1470.470407,335.3075,165.492,53.022,1511.481,2583844.879,430028.137,24658568.52,6466392.48,21983158.28,3114942.549,11210041.24,5629958,64468.7,61410.11,62038.16,42983.11,2706420467,64283.97,1737.05,2.702151096,1
257,2021-10-20,8362298,106.2497462,295.4412778,743.2425731,213.4616,91.225,22.383,765.388,481470.234,163278.549,7717515.569,1149295.752,7066136.955,614016.516,2838833.988,235403,66980.66,63543.7,64283.97,45364.94,2978059286,66021.02,-3737.06,-5.660409367,-1
258,2021-10-21,14972740,133.8719708,372.6337563,1001.803251,255.9084,115.167,35.156,1017.668,1318769.323,514661.241,13139257.16,2466320.319,12205748.72,699673.0917,4886838.37,448229,66645.73,62076.16,66021.02,62097.42,3962470064,62283.96,-1590.37,-2.553418248,-1
259,2021-10-22,17613256,152.9380087,430.732238,1181.685601,291.5845,133.017,36.73,1202.256,1263780.207,607591.217,15742101.36,1391446.22,15135332.43,1223585.92,6358904.237,1613347,63731.17,60017.23,62283.96,40476.42,2504718475,60693.59,619.5,1.020700868,1
260,2021-10-23,5750511,137.7048863,336.1799361,864.8958857,264.7335,111.007,27.212,864.785,642845.157,159770.928,4947818.274,1372607.678,4717678.005,1302069.876,1949594.338,142072,61733.43,59705.11,60693.59,16232.5,990360071.9,61313.09,-449.53,-0.7331713342,-1
261,2021-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61481.25,59529.34,61313.09,19158.07,1158838825,60863.56,2225.48,3.656506455,1
262,2021-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63709.97,60658.35,60863.56,24693.91,1549308692,63089.04,-2773.36,-4.395945793,-1
263,2021-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63290.04,59868.68,63089.04,28107.19,1738003095,60315.68,-1851.26,-3.069284803,-1
264,2021-10-27,8722351,63.61966877,165.1191224,478.7247848,113.0135,52.64,16.632,482.728,660327.591,68693.705,7993348.422,2002285.673,7562956.689,701436.8676,1825513.935,-191816,61473,58128.18,60315.68,45852.35,2719093218,58464.42,2145.69,3.670078314,1
265,2021-10-28,11784307,112.0301802,311.8977989,816.8533205,191.3446,85.082,27.585,846.343,1162655.551,359763.438,10260675.73,1828150.214,9866650.478,1167542.344,3451312.96,-982743,62252.08,58145.43,58464.42,51251.1,3090102767,60610.11,1672.39,2.75925914,1
266,2021-10-29,8118362,105.3378848,276.3168156,784.3155458,193.6609,83.516,25.326,802.16,507566.102,232543.787,7378303.134,873221.8284,7106941.171,777787.8569,2470511.301,28552,62967.45,60269.97,60610.11,35214.62,2168021243,62282.5,-390.59,-0.6271263999,-1
267,2021-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62371.52,60774.38,62282.5,15917.35,979987095.6,61891.91,-542.16,-0.875978783,-1
268,2021-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62420.57,60022.06,61891.91,19359.29,1181933823,61349.75,-388.77,-0.6336945138,-1
269,2021-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62482.31,59554.88,61349.75,31925.65,1955088666,60960.98,2299.07,3.77137966,1
270,2021-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64283.57,60677.48,60960.98,36009.96,2260756044,63260.05,-330.12,-0.5218459359,-1
271,2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63553.52,61057.89,63260.05,29618.09,1852233941,62929.93,-1481.46,-2.354142139,-1
272,2021-11-04,7433316,96.08723943,219.5125555,579.5444008,164.7146,72.719,19.663,572.615,469110.983,244425.388,6719296.467,989135.4988,6568905.993,1124458.208,1833306.127,194129,63102.86,60745.84,62929.93,23030.57,1420765191,61448.47,-428.81,-0.6978367403,-1
273,2021-11-05,13306178,119.6127797,324.4045894,840.6160064,208.7733,95.285,30.721,841.003,1515139.012,215437.984,11575423.14,5133116.484,11778615.53,2048750.387,6020074.318,25808,62621.97,60789.16,61448.47,20540.56,1262030165,61019.66,510.1,0.8359600824,1
274,2021-11-06,8858236,137.2118488,365.4824811,958.894261,268.6643,111.697,28.923,967.383,1091460.036,240576.244,7526201.703,2745196.752,7749354.494,1102360.258,3599105.543,177958,61594.16,60130.85,61019.66,15432.25,939530051.9,61529.76,1773.02,2.881564953,1
275,2021-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63309.57,61406.56,61529.76,14937.9,929571983.8,63302.78,4246.36,6.708015035,1
276,2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67755.46,63302.78,63302.78,39774.17,2614939972,67549.14,-609.9,-0.9028982456,-1
277,2021-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68514.26,66312.42,67549.14,32745.53,2209551779,66939.24,-2013.18,-3.007473643,-1
278,2021-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68978.64,63196.25,66939.24,50591.31,3365466815,64926.06,-105.26,-0.1621228826,-1
279,2021-11-11,7090279,59.23279353,174.0799705,451.7298277,94.3571,45.925,19.192,460.882,288505.522,387066.465,6414885.293,203136.1002,6198009.013,71069.12943,2087336.401,-143914,65585.68,64130.37,64926.06,21475.67,1393819061,64820.8,-664.5,-1.025133908,-1
280,2021-11-12,10779262,111.8725164,345.1242066,889.6653201,204.5223,97.307,35.428,904.27,753566.582,848290.417,9177386.441,937535.914,9245241.071,423407.5531,3377270.974,-281292,65466,62315.02,64820.8,32742.19,2090846686,64156.3,253.26,0.394754685,1
281,2021-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64967.34,63406.98,64156.3,12719.98,815997864,64409.56,1099.5,1.707044731,1
282,2021-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65509.06,63616.33,64409.56,14680.72,947303706.2,65509.06,-1895,-2.892729647,-1
283,2021-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66335.42,63442.58,65509.06,25263.23,1639253321,63614.06,-3505.16,-5.510039762,-1
284,2021-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63614.53,58745.71,63614.06,61509.16,3740808476,60108.9,256.7,0.4270582227,1
285,2021-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60837.09,58566.05,60108.9,43164.9,2582737931,60365.6,-3434.92,-5.690194415,-1
286,2021-11-18,14721894,122.7660238,333.7646113,918.0991475,203.8883,101.222,33.372,917.394,1439018.119,258644.174,13024041.11,3309553.445,12999042.13,1914790.717,5538404.48,-420945,60964.37,56535.61,60365.6,63523.43,3718546725,56930.68,1205.54,2.117557704,1
287,2021-11-19,29578066,146.4065119,409.7715835,1109.991716,236.5831,116.09,43.492,1127.416,2405568.561,1460036.005,25712442.07,4348370.244,26567969.54,3904382.087,14432259.69,-11099308,58403.92,55655.03,56930.68,36833.38,2107344591,58136.22,1633.44,2.809676997,1
288,2021-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59901.9,57450.63,58136.22,16773.71,985075173.7,59769.66,-1068.83,-1.788248419,-1
289,2021-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60058.65,58575.6,59769.66,14990.7,888045056.2,58700.83,-2397.77,-4.084729296,-1
290,2021-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59391.98,55673.01,58700.83,41371.1,2371226089,56303.06,1263.54,2.244176427,1
291,2021-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57873.77,55485.59,56303.06,37871.22,2153848949,57566.6,-391.51,-0.6800992242,-1
292,2021-11-24,3869432,19.66904762,50.12843629,148.3894579,42.8072,20.304,4.138,147.56,760679.445,58740.677,3050023.937,922222.0082,3031436.578,1552528.73,1982417.692,824210,57740.34,55899.88,57566.6,28738.13,1630017074,57175.09,1791.9,3.134057157,1
293,2021-11-25,8464193,126.0433115,313.8097371,779.2753721,219.2638,99.543,29.913,785.541,670898.25,325224.466,7467973.688,727765.7499,6768283.025,683715.2415,2142386.221,-1449758,59437.04,57056.64,57175.09,24221.47,1412787308,58966.99,-5178.77,-8.78249,-1
294,2021-11-26,17277108,155.5568658,479.1307435,1263.939084,248.4855,135.394,57.327,1287.294,1730889.277,947394.605,14598658.16,1821922.12,14821054.13,1955165.836,6862887.284,-4305507,59201.95,53575.54,58966.99,60064.72,3312563228,53788.22,1016.81,1.890395332,1
295,2021-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55316.65,53668.95,53788.22,18504.73,1010585542,54805.03,2526.38,4.60975936,1
296,2021-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57475.26,53436.05,54805.03,21562.34,1186994647,57331.41,508.14,0.8863204306,1
297,2021-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58898.57,56752.37,57331.41,29291.8,1690005716,57839.55,-864.2,-1.49413334,-1
298,2021-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59226.33,55931.33,57839.55,41466.86,2383744473,56975.35,252.62,0.4433847269,1
299,2021-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59096.53,56505.99,56975.35,36078.24,2072824071,57227.97,-705.21,-1.232282047,-1
300,2021-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57409.48,55850.4,57227.97,30214.7,1712170975,56522.76,-2859.51,-5.059041703,-1
301,2021-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57639.15,52493.23,56522.76,44903.19,2461497754,53663.25,-4419.86,-8.236288335,-1
302,2021-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53871.2,43563.07,53663.25,89255.49,4315348558,49243.39,222.11,0.4510453078,1
303,2021-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49764.31,47840.63,49243.39,42264.26,2074283149,49465.5,1087.33,2.198158312,1
304,2021-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50986.02,47260.2,49465.5,49875.62,2437856120,50552.83,80.18,0.158606353,1
305,2021-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51953.27,50083.33,50552.83,29306.55,1496164577,50633.01,-119.97,-0.2369402886,-1
306,2021-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51215.6,48711.85,50633.01,25732.2,1290175070,50513.04,-2919.19,-5.779081995,-1
307,2021-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50829.41,47347.73,50513.04,34472.44,1681556176,47593.85,-402.71,-0.8461387343,-1
308,2021-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50047.85,46989.42,47593.85,39527.74,1905617871,47191.14,2207.26,4.677276285,1
309,2021-12-11,870645,16.0771232,49.28385173,133.5612519,26.7814,13.223,5.976,135.802,60220.185,37238.574,773183.074,85539.317,739571.6284,25692.09418,219178.8281,73054,49504.07,46829.85,47191.14,24394.48,1181186604,49398.4,711.59,1.440512243,1
310,2021-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50807.75,48689.25,49398.4,21546.75,1072562349,50109.99,-3378.96,-6.743086558,-1
311,2021-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50215.42,45800.52,50109.99,49444.13,2353893179,46731.03,1656.66,3.545096267,1
312,2021-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48665.63,46320.4,46731.03,34838.49,1646492085,48387.69,497.36,1.027864732,1
313,2021-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49499.91,46562.1,48387.69,44270.94,2132679583,48885.05,-1249.13,-2.555239281,-1
314,2021-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49451.4,47546.15,48885.05,26205.68,1271265805,47635.92,-1471.78,-3.089643278,-1
315,2021-12-17,9729843,61.71179316,183.7029468,462.4676991,106.5209,48.59,23.799,469.607,1004030.077,346475.296,8379250.76,2717573.786,8613739.057,949110.1316,3035770.635,-289905,48004.37,45505.02,47635.92,37546.89,1756062774,46164.14,697.48,1.510869692,1
316,2021-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47356.67,45522.92,46164.14,18781.81,874187163.1,46861.62,-164.49,-0.3510121929,-1
317,2021-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48286.29,46459.66,46861.62,21907.14,1035963940,46697.13,216.41,0.4634331917,1
318,2021-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47495.72,45586.49,46697.13,32678.5,1517599334,46913.54,2003.94,4.27155998,1
319,2021-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49334.04,46661.88,46913.54,31921.06,1546447525,48917.48,-302.51,-0.6184087978,-1
320,2021-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49581.41,48460.43,48917.48,20998.03,1028434929,48614.97,2215.23,4.556682849,1
321,2021-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51382.88,48062.25,48614.97,30734.43,1525047125,50830.2,10.16,0.0199881173,1
322,2021-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51863.56,50449.36,50830.2,21669.58,1107244995,50840.36,-408.73,-0.8039478871,-1
323,2021-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51158.56,50199.56,50840.36,11532.27,585818997.2,50431.63,359.25,0.7123505625,1
324,2021-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51283.7,49485.62,50431.63,14663.26,736617761.9,50790.88,-76.15,-0.1499284911,-1
325,2021-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52079.46,50481.26,50790.88,21873.37,1120188137,50714.73,-3178.34,-6.267094392,-1
326,2021-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50718.53,47317.78,50714.73,40699.4,1985905082,47536.39,-1064.69,-2.239736757,-1
327,2021-12-29,200275,6.81770202,26.52417929,80.40103751,9.8644,6.752,2.903,84.346,9407.096,3530.606,187333.568,15256.3524,161991.1739,22252.69862,43989.6478,-50136,48145.34,46107.79,47536.39,33749.8,1599557105,46471.7,657.96,1.415829419,1
